name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
Lev Landau*,https://en.wikipedia.org/wiki/Lev_Landau,,,,22 January 1908,, 1962,1 April 1968, Physics,
Alexander Prokhorov,https://en.wikipedia.org/wiki/Alexander_Prokhorov,,,,11 July 1916,, 1964,8 January 2002, Physics,
Nikolay Basov,https://en.wikipedia.org/wiki/Nikolay_Basov,,,,14 December 1922,, 1964,1 July 2001, Physics,
Mikhail Sholokhov,https://en.wikipedia.org/wiki/Mikhail_Sholokhov,,,,"May 24, 1905",, 1965,"February 21, 1984", Literature,
Aleksandr Solzhenitsyn,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,,,,11 December 1918,, 1970,3 August 2008, Literature,
Leonid Kantorovich,https://en.wikipedia.org/wiki/Leonid_Kantorovich,,,,19 January 1912,, 1975,7 April 1986, Economics,
Andrei Sakharov,https://en.wikipedia.org/wiki/Andrei_Sakharov,,,,21 May 1921,, 1975,14 December 1989, Peace,
Ilya Prigogine*,https://en.wikipedia.org/wiki/Ilya_Prigogine,,,,,, 1977,, Chemistry,
Menachem Begin*,https://en.wikipedia.org/wiki/Menachem_Begin,,,,,, 1978,, Peace,
Pyotr Kapitsa,https://en.wikipedia.org/wiki/Pyotr_Kapitsa,,,,8 July 1894,, 1978,8 April 1984, Physics,
Joseph Brodsky*,https://en.wikipedia.org/wiki/Joseph_Brodsky,,,,24 May 1940,, 1987,28 January 1996, Literature,
Mikhail Gorbachev,https://en.wikipedia.org/wiki/Mikhail_Gorbachev,,,,,, 1990,, Peace,
Zhores Alferov,https://en.wikipedia.org/wiki/Zhores_Alferov,,,,"March 15, 1930",, 2000,, Physics,
Vitaly Ginzburg,https://en.wikipedia.org/wiki/Vitaly_Ginzburg,,,,"October 4, 1916",, 2003,"November 8, 2009", Physics,
Alexei Alexeyevich Abrikosov*,https://en.wikipedia.org/wiki/Alexei_Alexeyevich_Abrikosov,,,,"June 25, 1928",, 2003,, Physics,
Leonid Hurwicz*,https://en.wikipedia.org/wiki/Leonid_Hurwicz,,,,"August 21, 1917",, 2007,"June 24, 2008", Economics,
Konstantin Novoselov*,https://en.wikipedia.org/wiki/Konstantin_Novoselov,,,,23 August 1974,, 2010,, Physics,
Andre Geim*,https://en.wikipedia.org/wiki/Andre_Geim,,,,21 October 1958,, 2010,, Physics,
George E. Palade*,https://en.wikipedia.org/wiki/George_Emil_Palade,,,,"November 19, 1912",, 1974,"October 8, 2008", Physiology or Medicine,
Elie Wiesel*,https://en.wikipedia.org/wiki/Elie_Wiesel,,,,"September 30, 1928",, 1986,"July 2, 2016", (Hungarian-jewish origin) Peace,
Herta Müller*,https://en.wikipedia.org/wiki/Herta_M%C3%BCller,,,,17 August 1953,, 2009,, (Banat-Schwabian origin) Literature,
Stefan Hell*,https://en.wikipedia.org/wiki/Stefan_Hell,,,,23 December 1962,, 2014,, (Banat-Schwabian origin) Chemistry,
António Egas Moniz,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Egas_Moniz,,,,29 November 1874,, 1949,13 December 1955, Physiology or Medicine,
José Ramos-Horta*,https://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta,,,,26 December 1949,, 1996,, Peace,
Carlos Filipe Ximenes Belo*,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo,,,,3 February 1948,, 1996,, Peace,
José de Sousa Saramago,https://en.wikipedia.org/wiki/Jos%C3%A9_Saramago,,,,16 November 1922,, 1998,18 June 2010, Literature,
Marie Skłodowska-Curie,https://en.wikipedia.org/wiki/Marie_Curie,,,,7 November 1867,, 1903,4 July 1934, Physics,
Henryk Sienkiewicz,https://en.wikipedia.org/wiki/Henryk_Sienkiewicz,,,,5 May 1846,, 1905,15 November 1916, Literature,
Albert A. Michelson* born in partitioned Poland (Kingdom of Prussia),https://en.wikipedia.org/wiki/Albert_A._Michelson,,,,"December 19, 1852",, 1907,"May 9, 1931", Physics,
Marie Skłodowska-Curie,https://en.wikipedia.org/wiki/Marie_Curie,,,,7 November 1867,, 1911,4 July 1934, Chemistry,
Władysław Reymont,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Reymont,,,,7 May 1867,, 1924,5 December 1925, Literature,
Tadeusz Reichstein*,https://en.wikipedia.org/wiki/Tadeusz_Reichstein,,,,"July 20, 1897",, 1950,1 August 1996, Physiology or Medicine,
Andrew Schally*,https://en.wikipedia.org/wiki/Andrew_Schally,,,,30 November 1926,, 1977,, Medicine,
Isaac Bashevis Singer*,https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,,,,"November 21, 1902",, 1978,"July 24, 1991", Literature,
Czesław Miłosz*,https://en.wikipedia.org/wiki/Czes%C5%82aw_Mi%C5%82osz,,,,30 June 1911,, 1980,14 August 2004, Literature,
Roald Hoffmann*,https://en.wikipedia.org/wiki/Roald_Hoffmann,,,,"July 18, 1937",, 1981,, Chemistry,
Lech Wałęsa,https://en.wikipedia.org/wiki/Lech_Wa%C5%82%C4%99sa,,,,29 September 1943,, 1983,, Peace,
Georges Charpak*,https://en.wikipedia.org/wiki/Georges_Charpak,,,,8 March 1924,, 1992,29 September 2010, Physics,
Shimon Peres*,https://en.wikipedia.org/wiki/Shimon_Peres,,,,"August 2, 1923",, 1994,"September 28, 2016", Peace,
Joseph Rotblat*,https://en.wikipedia.org/wiki/Joseph_Rotblat,,,,4 November 1908,, 1995,31 August 2005, Peace,
Wisława Szymborska,https://en.wikipedia.org/wiki/Wis%C5%82awa_Szymborska,,,,2 July 1923,, 1996,1 February 2012, Literature,
Leonid Hurwicz,https://en.wikipedia.org/wiki/Leonid_Hurwicz,,,,"August 21, 1917",, 2007,"June 24, 2008", Economics,
Mario Vargas Llosa*,https://en.wikipedia.org/wiki/Mario_Vargas_Llosa,,,,"March 28, 1936",, 2010,, Literature,
Yasser Arafat,https://en.wikipedia.org/wiki/Yasser_Arafat,,,,24 August 1929,, 1994,11 November 2004, Peace,
Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam,,,,29 January 1926,, 1979,21 November 1996, Physics,
Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,,,,12 July 1997,, 2014,, Peace,
Bjørnstjerne Bjørnson,https://en.wikipedia.org/wiki/Bj%C3%B8rnstjerne_Bj%C3%B8rnson,,,,8 December 1832,, 1903,26 April 1910, Literature,
Knut Hamsun,https://en.wikipedia.org/wiki/Knut_Hamsun,,,,"August 4, 1859",, 1920,"February 19, 1952", Literature,
Christian Lous Lange,https://en.wikipedia.org/wiki/Christian_Lous_Lange,,,,,, 1921,, Peace,
Fridtjof Nansen,https://en.wikipedia.org/wiki/Fridtjof_Nansen,,,,10 October 1861,, 1922,13 May 1930, Peace,
Sigrid Undset,https://en.wikipedia.org/wiki/Sigrid_Undset,,,,20 May 1882,, 1928,10 June 1949, Literature,
Lars Onsager,https://en.wikipedia.org/wiki/Lars_Onsager,,,,"November 27, 1903",, 1968,"October 5, 1976", Chemistry,
Odd Hassel,https://en.wikipedia.org/wiki/Odd_Hassel,,,,17 May 1897,, 1969,11 May 1981, Chemistry,
Ragnar Frisch,https://en.wikipedia.org/wiki/Ragnar_Frisch,,,,,, 1969,, Economics,
Ivar Giaever,https://en.wikipedia.org/wiki/Ivar_Giaever,,,,"April 5, 1929",, 1973,, Physics,
Trygve Haavelmo,https://en.wikipedia.org/wiki/Trygve_Haavelmo,,,,13 December 1911,, 1989,26 July 1999, Economics,
Finn E. Kydland,https://en.wikipedia.org/wiki/Finn_E._Kydland,,,,1 December 1943,, 2004,, Economics,
Edvard Moser,https://en.wikipedia.org/wiki/Edvard_Moser,,,,27 April 1962,, 2014,, Physiology or Medicine,
May-Britt Moser,https://en.wikipedia.org/wiki/May-Britt_Moser,,,,4 January 1963,, 2014,, Physiology or Medicine,
Wole Soyinka,https://en.wikipedia.org/wiki/Wole_Soyinka,,,,13 July 1934,, 1986,, Literature,
Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford,,,,30 August 1871,, 1908,19 October 1937, Chemistry,
Maurice Wilkins,https://en.wikipedia.org/wiki/Maurice_Wilkins,,,,15 December 1916,, 1962,5 October 2004, Physiology or Medicine,
Alan MacDiarmid,https://en.wikipedia.org/wiki/Alan_MacDiarmid,,,,14 April 1927,, 2000,7 February 2007, Chemistry,
Jacobus Henricus van 't Hoff,https://en.wikipedia.org/wiki/Jacobus_Henricus_van_%27t_Hoff,,,,30 August 1852,, 1901,1 March 1911, Chemistry,
Hendrik Lorentz,https://en.wikipedia.org/wiki/Hendrik_Lorentz,,,,18 July 1853,, 1902,4 February 1928, Physics,
Pieter Zeeman,https://en.wikipedia.org/wiki/Pieter_Zeeman,,,,25 May 1865,, 1902,9 October 1943, Physics,
Johannes Diderik van der Waals,https://en.wikipedia.org/wiki/Johannes_Diderik_van_der_Waals,,,,23 November 1837,, 1910,8 March 1923, Physics,
Tobias Asser,https://en.wikipedia.org/wiki/Tobias_Asser,,,,28 April 1838,, 1911,29 July 1913, Peace,
Heike Kamerlingh Onnes,https://en.wikipedia.org/wiki/Heike_Kamerlingh_Onnes,,,,21 September 1853,, 1913,21 February 1926, Physics,
Willem Einthoven,https://en.wikipedia.org/wiki/Willem_Einthoven,,,,21 May 1860,, 1924,29 September 1927, Physiology or Medicine,
Christiaan Eijkman,https://en.wikipedia.org/wiki/Christiaan_Eijkman,,,,,, 1929,, Physiology or Medicine,
Peter Debye,https://en.wikipedia.org/wiki/Peter_Debye,,,,"March 24, 1884",, 1936,"November 2, 1966", Chemistry,
Frits Zernike,https://en.wikipedia.org/wiki/Frits_Zernike,,,,16 July 1888,, 1953,10 March 1966, Physics,
Jan Tinbergen,https://en.wikipedia.org/wiki/Jan_Tinbergen,,,,"April 12, 1903",, 1969,"June 9, 1994", Economics,
Nikolaas Tinbergen*,https://en.wikipedia.org/wiki/Nikolaas_Tinbergen,,,,15 April 1907,, 1973,21 December 1988, Physiology or Medicine,
Tjalling Koopmans,https://en.wikipedia.org/wiki/Tjalling_Koopmans,,,,"August 28, 1910",, 1975,"February 26, 1985", Economics,
Nicolaas Bloembergen*,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,,,,,, 1981,, Physics,
Simon van der Meer,https://en.wikipedia.org/wiki/Simon_van_der_Meer,,,,24 November 1925,, 1984,4 March 2011, Physics,
Paul J. Crutzen,https://en.wikipedia.org/wiki/Paul_J._Crutzen,,,,3 December 1933,, 1995,, Chemistry,
Gerard 't Hooft,https://en.wikipedia.org/wiki/Gerard_%27t_Hooft,,,,"July 5, 1946",, 1999,, Physics,
Martinus J. G. Veltman,https://en.wikipedia.org/wiki/Martinus_J._G._Veltman,,,,27 June 1931,, 1999,, Physics,
Andre Geim,https://en.wikipedia.org/wiki/Andre_Geim,,,,21 October 1958,, 2010,, Physics,
Ben Feringa,https://en.wikipedia.org/wiki/Ben_Feringa,,,,"May 18, 1951",, 2016,, Chemistry,
Aung San Suu Kyi,https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi,,,,19 June 1945,, 1991,, Peace,
Alfonso García Robles,https://en.wikipedia.org/wiki/Alfonso_Garc%C3%ADa_Robles,,,,20 March 1911,, 1982,2 September 1991, Peace,
Octavio Paz Lozano,https://en.wikipedia.org/wiki/Octavio_Paz,,,,"March 31, 1914",, 1990,"April 19, 1998", Literature,
Mario José Molina Henríquez*,https://en.wikipedia.org/wiki/Mario_J._Molina,,,,"March 19, 1943",, 1995,, Chemistry,
Mother Teresa,https://en.wikipedia.org/wiki/Mother_Teresa,,,,26 August 1910,, 1979,5 September 1997, Peace,
Gabriel Lippmann*,https://en.wikipedia.org/wiki/Gabriel_Lippmann,,,,16 August 1845,, 1908,13 July 1921, Physics,
Jules A. Hoffmann*,https://en.wikipedia.org/wiki/Jules_A._Hoffmann,,,,2 August 1941,, 2011,, Physiology or Medicine,
Bernard Lown*,https://en.wikipedia.org/wiki/Bernard_Lown,,,,,, 1985,, Peace,
Aaron Klug*,https://en.wikipedia.org/wiki/Aaron_Klug,,,,11 August 1926,, 1982,, Chemistry,
Leymah Gbowee,https://en.wikipedia.org/wiki/Leymah_Gbowee,,,,1 February 1972,, 2011,, Peace,
Ellen Johnson Sirleaf,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,,,,29 October 1938,, 2011,, Peace,
Wilhelm Ostwald*,https://en.wikipedia.org/wiki/Wilhelm_Ostwald,,,,2 September 1853,, 1909,4 April 1932, Chemistry,
Wangari Maathai,https://en.wikipedia.org/wiki/Wangari_Maathai,,,,1 April 1940,, 2004,25 September 2011, Peace,
Hideki Yukawa,https://en.wikipedia.org/wiki/Hideki_Yukawa,,,,23 January 1907,, 1949,8 September 1981, Physics,
Sin'ichirō Tomonaga,https://en.wikipedia.org/wiki/Sin%27ichir%C5%8D_Tomonaga,,,,"March 31, 1906",, 1965,"July 8, 1979", Physics,
Hiroshi Amano,https://en.wikipedia.org/wiki/Hiroshi_Amano,,,,"September 11, 1960",, 2014,, Physics,
Shuji Nakamura*,https://en.wikipedia.org/wiki/Shuji_Nakamura,,,,22 May 1954,, 2014,, Physics,
Satoshi Ōmura,https://en.wikipedia.org/wiki/Satoshi_%C5%8Cmura,,,,12 July 1935,, 2015,, Physiology or Medicine,
Takaaki Kajita,https://en.wikipedia.org/wiki/Takaaki_Kajita,,,,9 March 1959,, 2015,, Physics,
Yoshinori Ohsumi,https://en.wikipedia.org/wiki/Yoshinori_Ohsumi,,,,"February 9, 1945",, 2016,, Physiology or Medicine,
Mario Capecchi*,https://en.wikipedia.org/wiki/Mario_Capecchi,,,,"October 6, 1937",, 2007,, Physiology or Medicine,
Riccardo Giacconi*,https://en.wikipedia.org/wiki/Riccardo_Giacconi,,,,,, 2002,, Physics,
Dario Fo,https://en.wikipedia.org/wiki/Dario_Fo,,,,24 March 1926,, 1997,13 October 2016, Literature,
Rita Levi-Montalcini,https://en.wikipedia.org/wiki/Rita_Levi-Montalcini,,,,22 April 1909,, 1986,30 December 2012, Physiology or Medicine,
Franco Modigliani,https://en.wikipedia.org/wiki/Franco_Modigliani,,,,,, 1985,, Economics,
Carlo Rubbia,https://en.wikipedia.org/wiki/Carlo_Rubbia,,,,31 March 1934,, 1984,, Physics,
Eugenio Montale,https://en.wikipedia.org/wiki/Eugenio_Montale,,,,,, 1975,, Literature,
Renato Dulbecco*,https://en.wikipedia.org/wiki/Renato_Dulbecco,,,,"February 22, 1914",, 1975,"February 19, 2012", Physiology or Medicine,
Salvador Luria*,https://en.wikipedia.org/wiki/Salvador_Luria,,,,"August 13, 1912",, 1969,"February 6, 1991", Physiology or Medicine,
Giulio Natta,https://en.wikipedia.org/wiki/Giulio_Natta,,,,26 February 1903,, 1963,2 May 1979, Chemistry,
Emilio Segrè,https://en.wikipedia.org/wiki/Emilio_Segr%C3%A8,,,,30 January 1905,, 1959,22 April 1989, Physics,
Salvatore Quasimodo,https://en.wikipedia.org/wiki/Salvatore_Quasimodo,,,,20 August 1901,, 1959,14 June 1968, Literature,
Daniel Bovet,https://en.wikipedia.org/wiki/Daniel_Bovet,,,,23 March 1907,, 1957,8 April 1992, Physiology or Medicine,
Enrico Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi,,,,29 September 1901,, 1938,28 November 1954, Physics,
Luigi Pirandello,https://en.wikipedia.org/wiki/Luigi_Pirandello,,,,,, 1934,, Literature,
Grazia Deledda,https://en.wikipedia.org/wiki/Grazia_Deledda,,,,28 September 1871,, 1926,15 August 1936, Literature,
Guglielmo Marconi,https://en.wikipedia.org/wiki/Guglielmo_Marconi,,,,25 April 1874,, 1909,20 July 1937, Physics,
Ernesto Teodoro Moneta,https://en.wikipedia.org/wiki/Ernesto_Teodoro_Moneta,,,,,, 1907,, Peace,
Camillo Golgi,https://en.wikipedia.org/wiki/Camillo_Golgi,,,,7 July 1843,, 1906,21 January 1926, Physiology or Medicine,
Giosuè Carducci,https://en.wikipedia.org/wiki/Giosu%C3%A8_Carducci,,,,27 July 1835,, 1906,16 February 1907, Literature,
Shmuel Yosef Agnon,https://en.wikipedia.org/wiki/Shmuel_Yosef_Agnon,,,,"July 17, 1888",, 1966,"February 17, 1970", Literature,
Menachem Begin,https://en.wikipedia.org/wiki/Menachem_Begin,,,,,, 1978,, Peace,
Shimon Peres,https://en.wikipedia.org/wiki/Shimon_Peres,,,,"August 2, 1923",, 1994,"September 28, 2016", Peace,
Yitzhak Rabin,https://en.wikipedia.org/wiki/Yitzhak_Rabin,,,,1 March 1922,, 1994,4 November 1995, Peace,
Daniel Kahneman,https://en.wikipedia.org/wiki/Daniel_Kahneman,,,,"March 5, 1934",, 2002,, Economics,
Avram Hershko,https://en.wikipedia.org/wiki/Avram_Hershko,,,,31 December 1937,, 2004,, Chemistry,
Aaron Ciechanover,https://en.wikipedia.org/wiki/Aaron_Ciechanover,,,,"October 1, 1947",, 2004,, Chemistry,
Robert Aumann,https://en.wikipedia.org/wiki/Robert_Aumann,,,,8 June 1930,, 2005,, Economics,
Ada Yonath,https://en.wikipedia.org/wiki/Ada_Yonath,,,,22 June 1939,, 2009,, Chemistry,
Dan Shechtman,https://en.wikipedia.org/wiki/Dan_Shechtman,,,,24 January 1941,, 2011,, Chemistry,
Michael Levitt,https://en.wikipedia.org/wiki/Michael_Levitt,,,,9 May 1947,, 2013,, Chemistry,
Arieh Warshel,https://en.wikipedia.org/wiki/Arieh_Warshel,,,,"November 20, 1940",, 2013,, Chemistry,
W. B. Yeats,https://en.wikipedia.org/wiki/W._B._Yeats,,,,,, 1923,, Literature,
George Bernard Shaw*,https://en.wikipedia.org/wiki/George_Bernard_Shaw,,,,26 July 1856,, 1925,2 November 1950, Literature,
Ernest Walton,https://en.wikipedia.org/wiki/Ernest_Walton,,,,,, 1951,, Physics,
Samuel Beckett,https://en.wikipedia.org/wiki/Samuel_Beckett,,,,13 April 1906,, 1969,22 December 1989, Literature,
Seán MacBride,https://en.wikipedia.org/wiki/Se%C3%A1n_MacBride,,,,26 January 1904,, 1974,15 January 1988, Peace,
Seamus Heaney,https://en.wikipedia.org/wiki/Seamus_Heaney,,,,13 April 1939,, 1995,30 August 2013, Literature,
John Hume,https://en.wikipedia.org/wiki/John_Hume,,,,18 January 1937,, 1998,, Peace,
William C. Campbell,https://en.wikipedia.org/wiki/William_C._Campbell_(scientist),,,,28 June 1930,, 2015,, Physiology or Medicine,
Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,,,,21 June 1947,, 2003,, Peace,
Doris Lessing*,https://en.wikipedia.org/wiki/Doris_Lessing,,,,22 October 1919,, 2007,17 November 2013, Literature,
Ronald Ross*,https://en.wikipedia.org/wiki/Ronald_Ross,,,,13 May 1857,, 1902,16 September 1932, Physiology or Medicine,
Rudyard Kipling*,https://en.wikipedia.org/wiki/Rudyard_Kipling,,,,30 December 1865,, 1907,18 January 1936, Literature,
Rabindranath Tagore,https://en.wikipedia.org/wiki/Rabindranath_Tagore,,,,7 May 1861,, 1913,7 August 1941, Literature,
C. V. Raman,https://en.wikipedia.org/wiki/C._V._Raman,,,,7 November 1888,, 1930,21 November 1970, Physics,
Har Gobind Khorana*,https://en.wikipedia.org/wiki/Har_Gobind_Khorana,,,,9 January 1922,, 1968,9 November 2011, Physiology or Medicine,
Mother Teresa,https://en.wikipedia.org/wiki/Mother_Teresa,,,,26 August 1910,, 1979,5 September 1997, Peace,
Subrahmanyan Chandrasekhar*,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar,,,,"October 19, 1910",, 1983,"August 21, 1995", Physics,
14th Dalai Lama,https://en.wikipedia.org/wiki/14th_Dalai_Lama,,,,6 July 1935,, 1989,, Peace,
Amartya Sen,https://en.wikipedia.org/wiki/Amartya_Sen,,,,3 November 1933,, 1998,, Economic Sciences,
Venkatraman Ramakrishnan*,https://en.wikipedia.org/wiki/Venkatraman_Ramakrishnan,,,,"Venkatraman Ramakrishnan
1952",, 2009,, Chemistry,
Kailash Satyarthi,https://en.wikipedia.org/wiki/Kailash_Satyarthi,,,,11 January 1954,, 2014,, Peace,
Halldór Laxness,https://en.wikipedia.org/wiki/Halld%C3%B3r_Laxness,,,,23 April 1902,, 1955,8 February 1998, Literature,
Philipp Lenard,https://en.wikipedia.org/wiki/Philipp_Lenard,,,,7 June 1862,, 1905,20 May 1947, Physics,
Róbert Bárány,https://en.wikipedia.org/wiki/R%C3%B3bert_B%C3%A1r%C3%A1ny,,,,22 April 1876,, 1914,8 April 1936, Medicine,
John Harsanyi,https://en.wikipedia.org/wiki/John_Harsanyi,,,,"May 29, 1920",, 1994,"August 9, 2000", Economics,
George Andrew Olah,https://en.wikipedia.org/wiki/George_Andrew_Olah,,,,"May 22, 1927",, 1994,, Chemistry,
Imre Kertész,https://en.wikipedia.org/wiki/Imre_Kert%C3%A9sz,,,,9 November 1929,, 2002,31 March 2016, Literature,
Avram Hershko*,https://en.wikipedia.org/wiki/Avram_Hershko,,,,31 December 1937,, 2004,, Chemistry,
Charles K. Kao,https://en.wikipedia.org/wiki/Charles_K._Kao,,,,4 November 1933,, 2009,, Physics,
Miguel Ángel Asturias,https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias,,,,"October 19, 1899",, 1967,"June 9, 1974", Literature,
Rigoberta Menchú,https://en.wikipedia.org/wiki/Rigoberta_Mench%C3%BA,,,,,, 1992,, Peace,
Giorgos Seferis,https://en.wikipedia.org/wiki/Giorgos_Seferis,,,,,, 1963,, Literature,
Odysseas Elytis,https://en.wikipedia.org/wiki/Odysseas_Elytis,,,,2 November 1911,, 1979,18 March 1996, Literature,
Kofi Annan,https://en.wikipedia.org/wiki/Kofi_Annan,,,,8 April 1938,, 2001,, Peace,
Wilhelm Conrad Röntgen,https://en.wikipedia.org/wiki/Wilhelm_Conrad_R%C3%B6ntgen,,,,27 March 1845,, 1901,10 February 1923, Physics,
Emil Adolf von Behring,https://en.wikipedia.org/wiki/Emil_Adolf_von_Behring,,,,15 March 1854,, 1901,31 March 1917, Physiology or Medicine,
Theodor Mommsen,https://en.wikipedia.org/wiki/Theodor_Mommsen,,,,30 November 1817,, 1902,1 November 1903, Literature,
Hermann Emil Fischer,https://en.wikipedia.org/wiki/Hermann_Emil_Fischer,,,,9 October 1852,, 1902,15 July 1919, Chemistry,
Adolf von Baeyer,https://en.wikipedia.org/wiki/Adolf_von_Baeyer,,,,"October 31, 1835",, 1905,"August 20, 1917", Chemistry,
Philipp Lenard,https://en.wikipedia.org/wiki/Philipp_Lenard,,,,7 June 1862,, 1905,20 May 1947, Physics,
Robert Koch,https://en.wikipedia.org/wiki/Robert_Koch,,,,11 December 1843,, 1905,27 May 1910, Physiology or Medicine,
Eduard Buchner,https://en.wikipedia.org/wiki/Eduard_Buchner,,,,20 May 1860,, 1907,13 August 1917, Chemistry,
Paul Ehrlich,https://en.wikipedia.org/wiki/Paul_Ehrlich,,,,14 March 1854,, 1908,20 August 1915, Physiology or Medicine,
Rudolf Christoph Eucken,https://en.wikipedia.org/wiki/Rudolf_Christoph_Eucken,,,,5 January 1846,, 1908,15 September 1926, Literature,
Wilhelm Ostwald,https://en.wikipedia.org/wiki/Wilhelm_Ostwald,,,,2 September 1853,, 1909,4 April 1932, Chemistry,
Karl Ferdinand Braun,https://en.wikipedia.org/wiki/Karl_Ferdinand_Braun,,,,6 June 1850,, 1909,20 April 1918, Physics,
Paul Johann Ludwig Heyse,https://en.wikipedia.org/wiki/Paul_Johann_Ludwig_Heyse,,,,15 March 1830,, 1910,2 April 1914, Literature,
Albrecht Kossel,https://en.wikipedia.org/wiki/Albrecht_Kossel,,,,16 September 1853,, 1910,5 July 1927, Physiology or Medicine,
Otto Wallach,https://en.wikipedia.org/wiki/Otto_Wallach,,,,27 March 1847,, 1910,26 February 1931, Chemistry,
Wilhelm Wien,https://en.wikipedia.org/wiki/Wilhelm_Wien,,,,13 January 1864,, 1911,30 August 1928, Physics,
Gerhart Hauptmann,https://en.wikipedia.org/wiki/Gerhart_Hauptmann,,,,,, 1912,, Literature,
Max von Laue,https://en.wikipedia.org/wiki/Max_von_Laue,,,,9 October 1879,, 1914,24 April 1960, Physics,
Richard Willstätter,https://en.wikipedia.org/wiki/Richard_Willst%C3%A4tter,,,,13 August 1872,, 1915,3 August 1942, Chemistry,
Max Karl Ernst Ludwig Planck,https://en.wikipedia.org/wiki/Max_Karl_Ernst_Ludwig_Planck,,,,23 April 1858,, 1918,4 October 1947, Physics,
Fritz Haber,https://en.wikipedia.org/wiki/Fritz_Haber,,,,9 December 1868,, 1918,29 January 1934, Chemistry,
Johannes Stark,https://en.wikipedia.org/wiki/Johannes_Stark,,,,,, 1919,, Physics,
Walther Nernst,https://en.wikipedia.org/wiki/Walther_Nernst,,,,25 June 1864,, 1920,18 November 1941, Chemistry,
Albert Einstein,https://en.wikipedia.org/wiki/Albert_Einstein,,,,14 March 1879,, 1921,18 April 1955, Physics,
Otto Fritz Meyerhof,https://en.wikipedia.org/wiki/Otto_Fritz_Meyerhof,,,,12 April 1884,, 1922,"October 6, 1951", Physiology or Medicine,
Gustav Ludwig Hertz,https://en.wikipedia.org/wiki/Gustav_Ludwig_Hertz,,,,22 July 1887,, 1925,30 October 1975, Physics,
James Franck,https://en.wikipedia.org/wiki/James_Franck,,,,26 August 1882,, 1925,21 May 1964, Physics,
Gustav Stresemann,https://en.wikipedia.org/wiki/Gustav_Stresemann,,,,10 May 1878,, 1926,3 October 1929, Peace,
Heinrich Otto Wieland,https://en.wikipedia.org/wiki/Heinrich_Otto_Wieland,,,,4 June 1877,, 1927,5 August 1957, Chemistry,
Ludwig Quidde,https://en.wikipedia.org/wiki/Ludwig_Quidde,,,,"March 23, 1858",, 1927,"March 4, 1941", Peace,
Adolf Otto Reinhold Windaus,https://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus,,,,,, 1928,, Chemistry,
Hans von Euler-Chelpin*,https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin,,,,,, 1929,, Chemistry,
Thomas Mann,https://en.wikipedia.org/wiki/Thomas_Mann,,,,6 June 1875,, 1929,12 August 1955, Literature,
Hans Fischer,https://en.wikipedia.org/wiki/Hans_Fischer,,,,27 July 1881,, 1930,31 March 1945, Chemistry,
Friedrich Bergius,https://en.wikipedia.org/wiki/Friedrich_Bergius,,,,11 October 1884,, 1931,30 March 1949, Chemistry,
Carl Bosch,https://en.wikipedia.org/wiki/Carl_Bosch,,,,27 August 1874,, 1931,26 April 1940, Chemistry,
Otto Heinrich Warburg,https://en.wikipedia.org/wiki/Otto_Heinrich_Warburg,,,,8 October 1883,, 1931,1 August 1970, Physiology or Medicine,
Werner Karl Heisenberg,https://en.wikipedia.org/wiki/Werner_Karl_Heisenberg,,,,5 December 1901,, 1932,1 February 1976, Physics,
Hans Spemann,https://en.wikipedia.org/wiki/Hans_Spemann,,,,"June 27, 1869",, 1935,"September 9, 1941", Physiology or Medicine,
Carl von Ossietzky,https://en.wikipedia.org/wiki/Carl_von_Ossietzky,,,,3 October 1889,, 1935,4 May 1938, Peace,
Otto Loewi*,https://en.wikipedia.org/wiki/Otto_Loewi,,,,"June 3, 1873",, 1936,"December 25, 1961", Physiology or Medicine,
Richard Kuhn,https://en.wikipedia.org/wiki/Richard_Kuhn,,,,3 December 1900,, 1938,1 August 1967, Chemistry,
Gerhard Domagk,https://en.wikipedia.org/wiki/Gerhard_Domagk,,,,30 October 1895,, 1939,24 April 1964, Physiology or Medicine,
Adolf Butenandt,https://en.wikipedia.org/wiki/Adolf_Butenandt,,,,24 March 1903,, 1939,18 January 1995, Chemistry,
Otto Stern*,https://en.wikipedia.org/wiki/Otto_Stern,,,,17 February 1888,, 1943,17 August 1969, Physics,
